sampleID,TCGA-02-0003-01,TCGA-02-0033-01,TCGA-02-0047-01,TCGA-02-0055-01,TCGA-02-2466-01,TCGA-02-2470-01,TCGA-02-2483-01,TCGA-02-2485-01,TCGA-02-2486-01,TCGA-06-0122-01,TCGA-06-0124-01,TCGA-06-0125-01,TCGA-06-0126-01,TCGA-06-0128-01,TCGA-06-0129-01,TCGA-06-0130-01,TCGA-06-0137-01,TCGA-06-0139-01,TCGA-06-0140-01,TCGA-06-0141-01,TCGA-06-0142-01,TCGA-06-0145-01,TCGA-06-0151-01,TCGA-06-0152-01,TCGA-06-0154-01,TCGA-06-0155-01,TCGA-06-0157-01,TCGA-06-0158-01,TCGA-06-0159-01,TCGA-06-0160-01,TCGA-06-0162-01,TCGA-06-0164-01,TCGA-06-0166-01,TCGA-06-0168-01,TCGA-06-0169-01,TCGA-06-0171-01,TCGA-06-0173-01,TCGA-06-0174-01,TCGA-06-0184-01,TCGA-06-0185-01,TCGA-06-0187-01,TCGA-06-0188-01,TCGA-06-0189-01,TCGA-06-0190-01,TCGA-06-0192-01,TCGA-06-0195-01,TCGA-06-0210-01,TCGA-06-0211-01,TCGA-06-0213-01,TCGA-06-0214-01,TCGA-06-0216-01,TCGA-06-0219-01,TCGA-06-0221-01,TCGA-06-0237-01,TCGA-06-0238-01,TCGA-06-0240-01,TCGA-06-0241-01,TCGA-06-0644-01,TCGA-06-0645-01,TCGA-06-0646-01,TCGA-06-0648-01,TCGA-06-0649-01,TCGA-06-0650-01,TCGA-06-0686-01,TCGA-06-0743-01,TCGA-06-0744-01,TCGA-06-0745-01,TCGA-06-0747-01,TCGA-06-0749-01,TCGA-06-0750-01,TCGA-06-0875-01,TCGA-06-0876-01,TCGA-06-0877-01,TCGA-06-0878-01,TCGA-06-0879-01,TCGA-06-0881-01,TCGA-06-0882-01,TCGA-06-0939-01,TCGA-06-1084-01,TCGA-06-1087-01,TCGA-06-1800-01,TCGA-06-1801-01,TCGA-06-1802-01,TCGA-06-1804-01,TCGA-06-1805-01,TCGA-06-1806-01,TCGA-06-2557-01,TCGA-06-2558-01,TCGA-06-2559-01,TCGA-06-2561-01,TCGA-06-2562-01,TCGA-06-2563-01,TCGA-06-2564-01,TCGA-06-2565-01,TCGA-06-2566-01,TCGA-06-2567-01,TCGA-06-2569-01,TCGA-06-2570-01,TCGA-06-5408-01,TCGA-06-5410-01,TCGA-06-5411-01,TCGA-06-5412-01,TCGA-06-5413-01,TCGA-06-5414-01,TCGA-06-5415-01,TCGA-06-5416-01,TCGA-06-5417-01,TCGA-06-5418-01,TCGA-06-5856-01,TCGA-06-5858-01,TCGA-06-5859-01,TCGA-06-6388-01,TCGA-06-6389-01,TCGA-06-6390-01,TCGA-06-6391-01,TCGA-06-6693-01,TCGA-06-6694-01,TCGA-06-6695-01,TCGA-06-6697-01,TCGA-06-6698-01,TCGA-06-6699-01,TCGA-06-6700-01,TCGA-06-6701-01,TCGA-08-0386-01,TCGA-12-0616-01,TCGA-12-0618-01,TCGA-12-0619-01,TCGA-12-0656-01,TCGA-12-0657-01,TCGA-12-0662-01,TCGA-12-0670-01,TCGA-12-0688-01,TCGA-12-0691-01,TCGA-12-0692-01,TCGA-12-0707-01,TCGA-12-0773-01,TCGA-12-0775-01,TCGA-12-0778-01,TCGA-12-0820-01,TCGA-12-0821-01,TCGA-12-0826-01,TCGA-12-0827-01,TCGA-12-0828-01,TCGA-12-0829-01,TCGA-12-1088-01,TCGA-12-1089-01,TCGA-12-1092-01,TCGA-12-1093-01,TCGA-12-1597-01,TCGA-12-1598-01,TCGA-12-1599-01,TCGA-12-1600-01,TCGA-12-1602-01,TCGA-12-3644-01,TCGA-12-3646-01,TCGA-12-3648-01,TCGA-12-3649-01,TCGA-12-3650-01,TCGA-12-3651-01,TCGA-12-3652-01,TCGA-12-3653-01,TCGA-12-5295-01,TCGA-12-5299-01,TCGA-12-5301-01,TCGA-14-0736-01,TCGA-14-0740-01,TCGA-14-0781-01,TCGA-14-0786-01,TCGA-14-0787-01,TCGA-14-0789-01,TCGA-14-0790-01,TCGA-14-0812-01,TCGA-14-0813-01,TCGA-14-0817-01,TCGA-14-0862-01,TCGA-14-0865-01,TCGA-14-0866-01,TCGA-14-0867-01,TCGA-14-0871-01,TCGA-14-1034-01,TCGA-14-1037-01,TCGA-14-1043-01,TCGA-14-1395-01,TCGA-14-1396-01,TCGA-14-1450-01,TCGA-14-1451-01,TCGA-14-1453-01,TCGA-14-1455-01,TCGA-14-1456-01,TCGA-14-1458-01,TCGA-14-1794-01,TCGA-14-1795-01,TCGA-14-1821-01,TCGA-14-1823-01,TCGA-14-1825-01,TCGA-14-1827-01,TCGA-14-1829-01,TCGA-14-2554-01,TCGA-14-3476-01,TCGA-14-3477-01,TCGA-14-4157-01,TCGA-15-0742-01,TCGA-15-1446-01,TCGA-16-0846-01,TCGA-16-0848-01,TCGA-16-0849-01,TCGA-16-0850-01,TCGA-16-0861-01,TCGA-16-1045-01,TCGA-16-1048-01,TCGA-16-1060-01,TCGA-19-0957-01,TCGA-19-1385-01,TCGA-19-1386-01,TCGA-19-1387-01,TCGA-19-1388-01,TCGA-19-1389-01,TCGA-19-1390-01,TCGA-19-1786-01,TCGA-19-1787-01,TCGA-19-1788-01,TCGA-19-1789-01,TCGA-19-1790-01,TCGA-19-1791-01,TCGA-19-2619-01,TCGA-19-2620-01,TCGA-19-2621-01,TCGA-19-2623-01,TCGA-19-2624-01,TCGA-19-2625-01,TCGA-19-2629-01,TCGA-19-2631-01,TCGA-19-4068-01,TCGA-19-5947-01,TCGA-19-5950-01,TCGA-19-5951-01,TCGA-19-5952-01,TCGA-19-5953-01,TCGA-19-5954-01,TCGA-19-5955-01,TCGA-19-5956-01,TCGA-19-5958-01,TCGA-19-5959-01,TCGA-19-5960-01,TCGA-26-1439-01,TCGA-26-1442-01,TCGA-26-1799-01,TCGA-26-5132-01,TCGA-26-5133-01,TCGA-26-5134-01,TCGA-26-5135-01,TCGA-26-5136-01,TCGA-26-5139-01,TCGA-26-6173-01,TCGA-26-6174-01,TCGA-27-1830-01,TCGA-27-1831-01,TCGA-27-1832-01,TCGA-27-1833-01,TCGA-27-1834-01,TCGA-27-1835-01,TCGA-27-1836-01,TCGA-27-1837-01,TCGA-27-1838-01,TCGA-27-2518-01,TCGA-27-2519-01,TCGA-27-2521-01,TCGA-27-2523-01,TCGA-27-2524-01,TCGA-27-2526-01,TCGA-27-2527-01,TCGA-27-2528-01,TCGA-28-1745-01,TCGA-28-1746-01,TCGA-28-1747-01,TCGA-28-1749-01,TCGA-28-1750-01,TCGA-28-1751-01,TCGA-28-1752-01,TCGA-28-1753-01,TCGA-28-1755-01,TCGA-28-1757-01,TCGA-28-1760-01,TCGA-28-2502-01,TCGA-28-2506-01,TCGA-28-2509-01,TCGA-28-2510-01,TCGA-28-2513-01,TCGA-28-2514-01,TCGA-28-5204-01,TCGA-28-5207-01,TCGA-28-5208-01,TCGA-28-5209-01,TCGA-28-5211-01,TCGA-28-5213-01,TCGA-28-5214-01,TCGA-28-5215-01,TCGA-28-5216-01,TCGA-28-5218-01,TCGA-28-5219-01,TCGA-28-5220-01,TCGA-28-6450-01,TCGA-32-1970-01,TCGA-32-1976-01,TCGA-32-1977-01,TCGA-32-1979-01,TCGA-32-1980-01,TCGA-32-1982-01,TCGA-32-1986-01,TCGA-32-1991-01,TCGA-32-2491-01,TCGA-32-2494-01,TCGA-32-2495-01,TCGA-32-2615-01,TCGA-32-2616-01,TCGA-32-2632-01,TCGA-32-2634-01,TCGA-32-2638-01,TCGA-32-4208-01,TCGA-32-4209-01,TCGA-32-4210-01,TCGA-32-4211-01,TCGA-32-4213-01,TCGA-32-4719-01,TCGA-32-5222-01,TCGA-41-2571-01,TCGA-41-2572-01,TCGA-41-2573-01,TCGA-41-2575-01,TCGA-41-3392-01,TCGA-41-3393-01,TCGA-41-3915-01,TCGA-41-4097-01,TCGA-41-5651-01,TCGA-41-6646-01,TCGA-74-6573-01,TCGA-74-6575-01,TCGA-74-6577-01,TCGA-74-6578-01,TCGA-74-6581-01,TCGA-74-6584-01,TCGA-76-4925-01,TCGA-76-4926-01,TCGA-76-4927-01,TCGA-76-4928-01,TCGA-76-4929-01,TCGA-76-4931-01,TCGA-76-4932-01,TCGA-76-4934-01,TCGA-76-4935-01,TCGA-76-6191-01,TCGA-76-6192-01,TCGA-76-6193-01,TCGA-76-6280-01,TCGA-76-6282-01,TCGA-76-6283-01,TCGA-76-6285-01,TCGA-76-6286-01,TCGA-76-6656-01,TCGA-76-6657-01,TCGA-76-6660-01,TCGA-76-6661-01,TCGA-76-6662-01,TCGA-76-6663-01,TCGA-76-6664-01,TCGA-81-5910-01,TCGA-81-5911-01,TCGA-87-5896-01
ebv-miR-BART1-3p,5.801613944,5.798802103,5.808216432,5.773790835,5.745124726,5.744286831,5.698785933,5.799075714,5.724863595,5.794281639,5.762679664,5.770322358,5.731819631,5.909411033,5.749283123,5.704033184,5.748019678,5.812306166,5.754997393,5.738790617,5.739353687,5.739416815,5.752455215,5.772821957,5.876725847,5.720775526,5.753382944,5.708890656,5.723046128,5.695723457,5.803749769,5.761751345,5.748157482,5.771485499,5.716635086,5.751569199,5.725847387,5.726352944,5.725748076,5.738583811,5.810432949,5.734004048,5.973439987,5.76086394,5.768884871,5.75902494,5.762048991,5.761806026,5.720420366,5.846107295,5.757692384,5.745545825,5.905754988,5.890976584,5.824633572,5.70347851,5.857442787,5.783142596,5.732422329,5.824447038,5.788732781,5.728732446,5.748687569,5.743035375,5.743645315,5.737030956,5.759975855,5.788101879,5.79091994,5.814400064,5.732145269,5.73203639,5.738470358,5.755400136,5.779589029,5.778533463,5.774495782,5.724991652,5.762979675,5.731350031,5.725783067,5.726833711,5.705452408,5.69602633,5.701617624,5.737013002,5.743567894,5.704460874,5.777614597,6.231492365,5.773506067,5.809167092,5.758155321,5.71825216,5.729941617,5.790201603,5.769349332,5.718606455,5.799839824,5.716464835,5.706320592,6.241251063,5.665255649,5.776983009,5.721450149,5.692118915,5.792481305,5.728214889,5.747295497,5.640711403,5.868950454,5.735042267,5.748935559,5.68335066,5.68296652,5.685911867,5.720395412,5.725727765,5.689357517,5.679610069,5.690039709,5.708248303,5.730807175,5.78314187,5.726341982,5.76168122,5.747345946,5.763025352,5.757092985,5.752603491,5.769990663,5.741763694,5.765571953,5.755302591,5.742660204,5.731175399,5.729051682,5.758874081,5.73246176,5.758675093,5.737016235,5.811088219,5.750417592,5.751566015,6.089763683,5.769202194,5.71709847,5.742364506,5.790345224,5.860855446,5.730526817,5.756766946,5.72522718,5.733161522,5.704921796,5.748184947,5.727796363,5.74098743,6.135165,5.747340237,5.771908028,5.802938595,5.859636471,5.784502865,5.760773445,5.684865425,5.684424076,5.764384932,5.789917242,5.740907713,5.755668281,5.730183006,5.790249496,5.761966054,5.718394999,5.769787892,5.674839981,5.743604236,5.751546824,5.742826079,5.754690819,5.677620878,5.752068773,5.75731463,5.699098694,5.726853524,5.727912622,5.720169248,5.701839158,5.722089907,5.734479385,5.731257024,5.816125543,5.773301967,5.744741227,5.747752067,5.763545235,5.774805559,5.73407925,5.721168848,5.752824608,5.765470596,5.808598236,5.751068392,5.757202465,5.764470658,5.763984685,5.765602023,5.82546672,5.787349901,5.745081903,5.732225035,5.725947578,5.769603662,5.733880262,5.757417357,5.772477447,5.803715085,5.820523649,5.770138192,5.735077199,5.755828457,5.749897637,5.749557976,5.735890322,5.739658625,5.775994128,5.775836509,5.813760731,5.725535397,5.848045002,5.75674217,5.899628698,5.687231473,5.690370392,5.700642335,5.70379751,5.706527161,5.704977137,5.738777798,5.746991753,5.699573319,5.675469522,5.703799769,5.72144355,5.767360171,5.712843072,5.733515056,5.88830052,5.759744953,5.773488291,5.720128797,5.740933116,5.726252565,5.662212783,5.763230427,5.747580905,5.753412324,5.814394162,5.735287284,5.796483714,5.744069576,5.739188793,5.840060495,5.658946955,5.842325597,5.821965663,5.792710219,5.701546464,5.811037457,5.734422078,5.692507765,5.76292465,5.766858131,5.803873443,5.718161832,5.740889119,5.752735685,5.725326529,5.768133813,5.722880554,5.726861125,5.706798131,5.754640992,5.72523725,5.8422996,5.682437347,5.715913352,5.955528757,5.807262906,5.681680973,5.753875234,5.781241109,5.702385279,5.75434358,5.73520115,5.734999141,5.799266033,5.813230968,5.792527209,5.768245415,5.739385169,5.708891161,5.760929029,5.741003938,5.66738947,5.685671631,5.679128457,5.714684582,5.804080164,6.721810688,5.736661049,5.831185336,5.766356353,5.745065239,5.713528619,5.84143747,5.833653285,5.710485582,5.777648961,5.751648456,5.974944905,5.705891363,5.788653038,5.77996816,5.712943737,5.876952742,5.768539691,5.760603687,5.721196722,5.744980395,5.762560942,5.818747307,5.711989256,5.686885543,5.701086677,5.729296934,5.679262846,5.700171694,5.776244794,5.723727599,5.708531301,5.741010945,5.866195588,5.757785776,5.733683838,5.660016963,5.776660907,5.67288954,5.830855862,5.693937281,5.694058253,5.738768566,5.73438595,5.705953175,5.705499748,5.757006301,5.692290117,5.71263175,5.69499034,5.698416569,5.719659359,5.66852456,5.684801139,5.734061083,5.720782425,5.719152031,5.794119538
ebv-miR-BART1-5p,5.790477979,5.766447169,5.766348425,5.807785625,5.721593693,5.761371841,5.759191117,5.786179444,5.810587059,5.742513606,5.726893909,5.761591918,6.129707215,5.854613931,5.860209176,5.758410559,5.708894731,5.797010714,5.813752378,5.853117069,5.73013451,5.82506748,5.727576573,5.814341992,5.892689204,5.749894832,5.692216378,5.745087888,5.758890843,5.784819879,5.764480583,5.765799664,5.78210273,5.752389962,5.799488551,5.729323078,5.692469427,5.749709439,5.777234782,5.734572206,5.683402711,5.762220662,5.780012851,5.812806898,5.71916525,5.76805785,5.814366386,5.811265799,5.793550499,5.786922573,5.753663618,5.740681719,5.75947422,5.707879451,5.722225049,5.816779891,5.726527733,5.746698679,5.842456425,5.726214794,5.71115865,5.727091484,5.671762691,5.699722133,5.801488879,5.792808567,5.765114339,5.777739853,5.772522067,5.742544529,5.762905615,5.795683736,5.741325229,5.754177277,5.816845106,5.885566029,5.794508772,5.746686864,5.838044476,5.759618461,5.768157727,5.755902561,5.805403084,5.696088241,5.806774117,5.676545682,5.788421263,5.747446959,5.732975209,5.946666007,5.734782703,5.725135115,5.75202055,5.754745836,5.756482574,5.773122972,5.758340987,5.780695353,5.686764476,5.702154982,5.733553468,5.744147047,5.694395335,5.77971025,5.772855156,5.656215511,5.765977522,5.774633468,5.86846421,5.63896661,5.68982367,5.71142457,5.72220308,5.725388256,5.700975549,5.690755712,5.670267901,5.664684371,5.775722363,5.721758011,5.717100204,5.694868314,5.74458424,5.864095024,5.872958584,5.721251232,5.774378225,5.805459082,5.753285675,5.720618563,5.797755944,5.733540439,5.720077992,5.718193165,5.730569345,5.812565393,5.78752882,5.776471698,5.761326603,5.745909839,5.758972674,5.770906365,5.769445133,5.752252678,5.709374102,5.753404759,5.780104132,5.835687698,5.769749754,5.762036084,5.760179355,5.763043764,5.870234048,5.756297217,5.797272759,5.795575335,5.739618683,5.721722593,5.744736018,5.802664521,5.843220047,5.811647421,5.770846745,5.741511137,5.739259783,5.735984634,5.701192957,5.76350895,5.744329319,5.712150641,5.759861383,5.806398805,5.757721852,5.753804302,5.670436064,5.75065883,5.745381668,5.748425909,5.775588268,5.783388818,5.76909503,5.706141993,5.685223446,5.752255298,5.70067285,5.790087372,5.754096095,5.76714598,5.817319914,5.751307363,5.770475703,5.754753317,5.744740148,5.770489617,5.741175382,5.747292592,5.750170496,5.716972112,5.756657254,5.777384159,5.795549152,5.727409571,5.747594753,5.759835453,5.758364643,5.752310608,5.735471519,5.761897975,5.725529547,5.717671202,5.788902293,5.78520771,5.686880066,5.726697497,5.730713003,5.746612615,5.773330832,5.785430613,6.112775989,5.736826863,5.773475658,5.754129854,5.83484495,5.740358727,5.70653289,5.787491172,5.756643582,5.813570546,5.755814493,5.865437092,5.708426239,5.817606709,5.819289822,5.69212716,5.756530343,5.720128076,5.693835389,5.699262435,5.719637882,5.686046607,5.690514255,5.669674595,5.652427971,5.741304626,5.789321542,5.764864273,5.720569221,5.825552825,5.718261392,5.791106995,5.754865777,5.767961005,5.763016498,5.715354312,5.688959245,5.753094314,5.777089402,5.749454451,5.747746769,5.758218493,5.772105398,5.74617549,5.721405232,5.801978189,5.785725942,5.763161252,5.748493405,5.777778949,5.729005604,5.776957596,5.725314518,5.762716604,5.768928548,5.742221063,5.786075357,5.734839168,5.770031725,5.76098052,5.761612875,5.762881476,5.814122473,5.804397221,5.741882162,5.748043462,5.804602155,5.75135674,5.730135032,5.745253513,5.920586632,5.764175587,5.782995276,5.731807582,5.756219903,5.713428421,5.822501437,5.773558502,5.861948199,5.809556266,5.783016258,5.747198514,5.853329941,5.737520325,5.721935064,5.743433547,5.76656905,5.660773482,5.661280345,5.780921695,5.789986847,5.817967428,5.792077412,5.747573866,5.743695185,5.765437973,5.724369825,5.75058048,5.730675177,5.780777177,5.747925235,5.762156239,5.743465547,5.799326763,5.745633464,5.742158224,5.707553365,5.794058009,5.856111898,5.78287618,5.740048993,5.876795617,5.712206242,5.749825878,5.769341065,5.736068203,5.673134768,5.711370536,5.707358825,5.691954513,5.710869871,5.740000144,5.671497659,5.829584583,5.783065735,5.7427386,5.766017477,5.653267998,5.656267941,5.775477985,5.796676933,5.735128954,5.709103671,5.748689911,5.722773761,5.692693742,5.646468037,5.662227119,5.744074051,5.713271167,5.727255497,5.72285805,5.708546048,5.697037496,5.705370888,5.681920983,5.674292569,5.708005369,5.680209909,5.762431756
ebv-miR-BART10,5.818762758,5.840614081,5.816043511,5.795185101,5.799278503,5.782787346,5.778787425,5.915739239,5.763941242,5.850921351,5.790462725,5.845481106,5.816540676,5.83274945,6.099906235,5.818442388,5.745958344,5.817689131,5.825689712,6.134573857,5.809043721,5.938507743,5.806930339,5.865183368,5.98658231,5.78667488,5.83638494,5.78073335,5.805389154,5.833238331,5.763960342,5.825936466,5.794437683,5.808939801,5.824480065,5.804826688,5.805640878,5.865437375,5.799165764,5.757761932,5.749001978,5.894058184,5.851394455,5.817247916,5.77305881,5.773395208,5.97726003,5.831517115,5.769521621,5.821238405,5.742445805,5.827952133,5.796882764,5.82890101,5.812828715,5.887384721,5.771539296,5.784661541,5.874680819,5.747397986,5.754852601,5.779114841,5.742520953,5.75624608,5.895740931,5.860060101,5.7893962,5.812805307,5.79870133,5.791181835,5.819927481,5.82844979,5.821968243,5.788399172,5.81777356,5.91580827,5.8149529,5.78650159,5.897544541,5.818131549,5.780415781,5.846437066,5.838414765,5.826099761,5.849849007,5.749703598,5.848216877,5.824023361,5.857348679,6.138087905,5.794913979,5.766676153,5.814632008,5.859331179,5.913075879,5.808285835,5.844462909,5.86878309,5.720880892,5.724834469,5.747790124,5.739020719,5.809300778,5.893028456,5.885499823,5.712500684,5.979801451,5.85612785,5.854309405,5.683422106,5.686206479,5.748206328,5.730432786,5.795019164,6.132421388,5.782074502,5.734143916,5.742781343,5.821707672,5.766528801,5.871177305,5.778378296,5.773464479,5.880228479,5.962728613,5.741255889,5.787835278,5.883700219,5.771794576,5.812328217,5.845620334,5.784872111,5.758575644,5.779486489,5.777390569,5.910188349,5.850268485,5.843819658,5.813700344,5.779757752,5.796595232,5.813590498,5.809419358,5.786488814,5.742027442,5.823311979,5.822749151,5.895154183,5.798873165,5.826596413,5.787327278,5.846518011,5.91865868,5.818626099,5.888717657,5.828351709,5.787521543,5.825949486,5.795576594,5.798125442,5.889540297,5.778406089,5.830774453,5.808285718,5.736184817,5.880519547,5.756715622,5.827329406,5.803195611,5.773254225,5.830585251,5.906910463,5.793788843,5.799322656,5.717183868,5.761185811,5.848098531,5.811958509,5.884012827,5.823062358,5.820288084,5.742010238,5.986710408,5.78627625,5.772942092,5.820304189,5.825367038,5.832998897,5.845014162,5.838819935,5.822508617,5.802548694,5.789394939,5.795898519,5.789064451,5.782857837,5.763544673,5.789239659,5.847298157,5.862318571,5.864536776,5.796859921,5.761176191,5.817092075,5.813096602,5.815228409,5.809182526,5.845165327,5.769573183,5.821157947,5.846903783,5.831013842,5.766981592,5.817970882,5.786981634,5.810536156,5.863805544,5.883020691,6.0294491,5.81304468,5.864865494,5.828117914,5.818463745,5.786559785,5.760289899,5.786020221,5.794464086,5.863800691,5.807731333,5.843721881,5.767318908,6.029219325,5.91155113,5.731154483,6.174201086,6.547112014,5.715353262,5.698361435,6.074836045,5.712372909,6.070737175,5.946437693,5.66516726,6.469769541,5.78722451,5.725857912,5.817116567,5.848054386,5.755722397,5.838420123,5.805122445,5.851271941,5.838466901,5.82480136,5.763054155,5.793140941,5.795831439,5.809010206,5.776123628,5.777322496,5.845265213,5.819819094,5.790800044,5.815396182,5.826001609,5.814155298,5.934858425,5.898114781,5.776304531,5.764419389,5.780398108,5.812550425,5.801916734,5.827813883,5.830084135,5.782581235,5.889864416,5.797626641,5.820075946,5.802631327,5.824281171,5.887323742,5.802987317,5.777697804,5.769223676,5.773633109,5.782253706,5.801954598,5.917957049,5.79175582,5.75759836,5.819037486,5.819043495,5.729774972,5.89952912,5.781998653,5.779102545,5.848189405,5.821337833,5.757205853,5.842209547,5.844616301,5.867610524,5.829266446,5.790185949,5.757257965,5.695903523,5.843047029,5.854777223,5.945206224,5.84856622,5.783893384,5.775905664,5.860251035,5.802918985,5.834812686,5.823977379,5.811993566,5.76669871,5.811975805,5.893914581,5.824750091,5.816561327,5.81475375,5.797344318,5.834261717,5.905694396,5.821910017,5.809434626,5.800507756,5.770991103,5.791805306,5.937769315,5.786764078,5.742743827,5.848210999,5.757007954,5.900492744,5.714965697,5.789378653,5.692494858,5.852377,5.971116425,5.748953423,5.870649422,5.694645126,5.781066494,5.814865298,5.847120382,5.804777067,5.745561612,5.689162949,6.105274877,5.758521423,5.747462176,5.702034193,5.743658604,5.717315179,5.803882401,5.801241552,5.792296975,5.736405518,5.768525956,5.716620267,5.711762039,5.935674308,5.728364,5.727275894
ebv-miR-BART11-3p,5.613088862,6.430931977,6.969854641,5.932401975,6.029310805,5.997539281,6.001356962,5.946843757,6.024584414,6.292150452,5.997504291,5.907886258,5.96299121,5.780579426,6.009797533,5.868000552,5.929362792,6.262063872,6.115699849,6.24447419,5.876577501,6.436264162,5.932178208,6.061043962,6.235984832,5.875913445,6.302747866,5.952971016,5.994589037,6.005807815,5.973184597,6.035926138,6.120271611,5.928429823,6.205593229,6.051161944,6.050437811,6.028288215,6.132206952,6.187814183,6.09471945,5.947345452,6.083616438,6.002430932,5.959125432,5.967996036,5.949352036,5.98236361,6.217252266,5.888071714,6.026873068,5.995971114,6.172412916,6.354372915,6.423793134,6.551500634,6.136703211,6.207277591,5.773757603,6.280832318,6.02074138,6.041795439,6.01050364,5.857261665,5.921692774,6.051041736,5.983657841,5.870196215,6.093944057,6.211481431,5.925473487,6.125403166,6.007801396,6.017819087,6.187187497,5.980760481,6.161558982,6.010320685,5.97554447,5.803182089,6.030779819,6.112436924,6.048376595,5.940990699,5.939622364,5.927857358,6.076450857,6.056765145,6.141263927,6.115263233,5.994655793,6.033334692,6.024957927,5.941708417,6.026565871,6.044323992,6.046098042,6.054150679,6.023432616,5.914116147,5.928492868,5.959647275,5.867541109,6.095447936,5.996616672,5.857614625,6.009989247,6.01698894,6.024604969,5.876985922,6.059223254,5.919068405,5.925495189,5.950457972,5.942112931,6.107144145,5.892357857,5.942092,5.967306114,5.932143969,5.881555013,5.923416734,5.946873948,5.764204512,5.760896848,6.150375101,6.07985409,6.114593157,6.387433995,5.938917428,5.930886433,6.01339829,6.136288245,6.186571216,6.182645172,5.936671485,5.920322169,6.078858122,5.902480941,5.995720758,6.061918817,6.070611116,6.106168423,5.961689979,6.150990361,6.086494122,5.950521498,6.291086608,5.992881725,5.776515045,6.261380609,6.334779777,5.934662492,5.995571646,5.97263452,5.963526446,6.097677833,6.068632405,6.418318136,6.037147116,5.968103681,6.005709264,6.028573891,6.003910661,6.237968438,6.111906042,5.942961125,6.00251927,6.08224414,5.816206743,6.066891901,6.186159521,5.930211406,5.9023404,6.026037242,5.914685793,6.138639132,5.924228137,6.171279441,6.545280003,6.071597093,5.912571615,5.921367508,6.516770209,5.894365358,5.971034642,5.883616452,6.046591816,6.111279902,6.06484343,6.006660888,5.923232642,5.924341568,6.243294026,6.030058562,6.199447538,6.147193603,6.006556674,6.004651068,5.91176534,6.087671905,6.038551213,6.292576852,6.135761274,6.123627253,6.012559921,6.015779534,6.041474958,6.49708163,5.995975889,5.868914396,5.963034842,6.169129629,6.26387642,6.211672197,6.249608884,6.300544657,6.311220672,5.742833234,6.07634634,6.232742884,6.501025985,6.016538367,6.61569777,6.244847064,6.059908657,6.050287503,6.017977844,5.962560224,5.944189513,6.135559965,6.05815612,6.165612621,5.909975277,5.952750921,6.042044885,5.962573364,5.944169265,5.914106121,5.933889859,6.022992996,5.869816535,5.857389242,6.006268505,6.004592804,5.959012553,6.197638409,5.995722803,6.144639487,6.009523926,5.995080872,6.074166307,5.979826093,5.919320249,6.012650803,6.163336744,6.042916433,6.007859171,6.298944116,6.325902163,5.989020548,6.100395094,6.143382723,5.958135136,6.104825281,5.988579619,6.013198958,5.97851816,5.967051862,6.011165327,6.074884862,6.039861898,6.122734632,5.888416203,6.024588888,5.951420928,6.047628045,5.947124979,6.100716291,6.009720063,6.035882697,5.939458822,5.942708184,5.966836333,6.024314591,5.996209366,5.899416321,6.045350015,5.98333079,6.096477041,6.012953269,6.061619354,6.021467084,6.03365336,6.03479274,6.008586796,6.057050896,6.586940997,5.978755238,6.055718153,6.050986712,5.981841072,6.010434175,5.976453186,6.001826472,5.924435475,5.869035969,5.986973773,6.049071278,6.018690693,7.108498381,5.993128359,5.973848144,6.069745071,6.101907983,6.082506238,5.931091647,6.009763097,5.95617923,5.941384238,5.945704669,6.119629283,6.019176403,5.985457896,6.072471958,5.991459823,6.153588786,5.952709587,6.067070075,6.089892888,6.009412397,5.977554432,5.985771763,5.921127535,6.058137902,5.897421542,5.890536793,5.910091405,5.926324292,5.881615769,5.891695704,5.996057207,6.08535356,6.061600574,5.986952764,5.896506786,5.847873476,6.028866325,6.046491058,6.040845923,5.946453982,5.927480763,5.993123959,5.982802666,5.871959308,5.917256517,5.938499176,5.887887475,5.934556363,5.920896477,5.940554265,5.898606253,5.937123942,5.960252712,5.954465264,5.960937085,5.85715306,6.05040882
