NS	X7	X10	X12	X24	X26	X34	X35	X36	X40	X43	X63	X66	X69	X71	X79	X83	X91	X102	X106	X112	X115	X119	X121	X122	X176	X182	X183	X185	X188	X190	X192	X194	X195	X204	X209	X213	X219	X221	X224	X227	X231	X232	X233	X237	X239	X241	X246	X247	X249	X250	X252	X256	X257	X258	X261	X264	X269	X271	X272	X273	X275	X278	X282	X283	X285	X293	X132	X138	X141	X151	X155	X160	X169	X174
hsa-miR-323a-5p	-2.732270402	-3.538617179	-1.627417689	-4.579536969	-2.669449133	-2.603110672	-3.053681466	-2.486899726	-2.649879003	-2.682525633	-2.894737709	-1.695525183	-2.638978368	-2.206564594	-2.980026164	-2.29383128	-2.341532523	-2.027541882	-2.759270739	-2.709111398	-2.726135938	-1.967016787	-1.815547951	-3.942250055	-2.556966507	-3.309708709	-2.440832969	-2.137760046	-2.358605545	-2.067270936	-2.869421502	-1.896820418	-1.687224109	-1.931947679	-2.855326674	-3.129401146	-1.992191446	-2.060371081	-3.608245207	-3.119699281	-3.046682083	-2.953999971	-2.297892881	-2.704760809	-2.48927259	-2.951950635	-2.697687074	-2.79700494	-2.47631093	-2.265211822	-3.117435719	-2.44314553	-2.573182894	-2.567418503	-2.861280489	-2.951178934	-2.743895536	-2.774201308	-2.655286083	-2.324274601	-2.574345414	-2.512019464	-1.33044687	-1.748834096	-3.001642603	-2.286843706	-3.240030477	-2.937332434	-2.843710604	-3.484135795	-2.124501713	-3.076925341	-3.586999331	-2.287773664
hsa-miR-323b-3p	0.73862599	1.231032261	1.645298037	1.640526597	1.212250906	1.264180332	1.029547776	1.667768161	1.159919978	1.089286555	1.034122515	0.967827936	1.44529175	1.023688302	1.36355307	1.072132864	1.331062396	1.042424982	0.8384373	1.235270283	0.976703886	0.708023949	1.764277342	1.009837684	1.138698132	1.317009994	1.595683801	1.661666342	1.63372653	1.65230292	1.318680057	1.548607587	1.448231692	1.161922754	1.378942039	0.859982439	1.530700073	1.409965567	2.846341257	2.202405021	1.09988381	1.626154498	1.110295491	0.776881013	1.465279157	1.556245597	1.677615639	1.525217935	1.579258356	1.552017558	1.401125942	1.528758035	1.5497057	1.139034937	1.511801301	1.14718995	1.39915326	1.156721128	1.0389458	1.278764204	1.986374601	1.611951316	1.312455928	1.459240345	1.465940549	1.510311733	1.480986762	1.470725186	1.13321133	1.214979089	1.386389033	1.183121505	1.512564409	1.255514138
hsa-miR-323b-5p	-1.657518688	-1.237045598	-1.090960243	-1.993694163	-1.650946685	-1.706121398	-2.051046465	-1.141097582	-1.816382093	-1.143454833	-0.42561264	-1.473544001	-1.514328473	-1.015072609	-2.047215457	-1.048748712	-1.364136245	-1.18488368	-2.049229732	-1.993146612	-0.765851073	-1.631520382	-1.099025074	-1.158106471	-2.080555629	-1.939582791	-1.589948712	-0.99597693	-1.138975945	-1.51329906	-1.765753534	-1.059408812	-2.15344254	-1.828830475	-1.709011589	-1.223245957	-1.526452884	-1.66389519	-0.952042839	-1.550913263	-2.210522709	-0.876751809	-1.203902029	-1.202968498	-1.63128417	-1.190151441	-1.106814208	-1.126204774	-1.848474343	-1.642877956	-1.758507002	-0.960407905	-0.949593766	-1.136374524	-1.464570235	-1.484290894	-1.417946558	-1.680665293	-1.115241111	-1.590448825	-1.282675452	-1.639547174	-2.256985956	-0.945855733	-1.917867961	-0.746086042	-0.930844288	-1.6809421	-2.734012478	-1.523271396	-1.422871154	-0.446289097	-1.9553962	-1.154733821
hsa-miR-324-3p	1.476681606	1.197772438	1.522573644	1.857427119	1.740972707	1.281709261	1.324819346	1.717579442	1.094051379	1.017450457	1.436142778	2.03542601	1.257978455	1.424529426	1.477100249	1.131036248	1.510300037	1.230557883	1.571534371	1.948432735	1.916327719	1.706304426	1.264354146	1.385869729	1.66697877	1.324538937	1.863360777	2.108903868	1.622106672	2.170809459	1.532186672	1.721973366	1.340397948	2.120985751	1.962935022	0.947978615	1.725789737	1.72424373	1.783567521	1.897974555	1.248620886	1.643659086	1.008690109	1.919919917	0.736856835	1.645224932	1.554997272	1.67749011	1.746075693	1.679403414	1.894553896	1.080704115	1.51072282	1.912481954	1.611009125	1.577170602	1.252929516	1.412530206	1.426667393	1.161543947	1.720936687	1.694590599	0.858722435	1.325951584	1.700909672	1.335492365	1.418200855	1.504130011	1.963394194	1.809738313	1.285683336	1.226222195	0.651591806	1.927173834
hsa-miR-324-5p	1.392448297	1.140014396	1.062035403	0.967882678	0.293747404	0.851527445	0.748406821	0.722827621	0.827961495	0.728084657	0.257599783	0.624278776	1.363719644	1.320162143	0.422372104	1.163166816	1.126086323	0.49938973	0.419849348	0.367120244	0.436933394	0.329268061	-0.345950928	0.666508489	0.646500391	0.478548885	1.057521694	0.442988938	1.479668508	0.605415607	0.535243743	0.977484371	0.614559432	0.987125986	0.913127632	1.03190182	0.370230466	0.64456148	0.520522757	0.801843667	0.314625852	0.601620776	0.694057726	0.60214998	0.441224568	0.469212017	0.151386034	1.01458643	0.9915247	1.224875732	0.708608254	0.777802156	0.557500887	0.70151451	1.062949281	0.874730679	1.048599913	0.894108943	0.650640144	0.898483405	0.709500379	0.777953124	0.915729094	0.340432871	0.396109131	1.151747713	0.828286344	0.194825438	0.623494793	0.323910997	0.722356575	0.791778827	0.474388169	0.396280624
hsa-miR-325	1.65935731	1.780971733	1.907199133	1.267244506	2.176817686	1.497120341	1.659891625	1.784082347	1.974889158	1.885998116	1.728793932	1.594929063	1.748700342	1.624195813	1.345202374	1.98813923	1.632113634	2.006574553	1.807255839	2.067039246	1.128582878	1.511188503	1.409335721	1.647287496	1.781185027	1.752685724	1.51190001	1.953883121	1.364562202	1.754831144	1.847115642	1.733241775	1.318918195	1.89414279	2.035212055	1.383601648	2.092196328	1.942158999	1.639223623	1.991371613	1.862027439	1.645447244	1.797591089	2.132910004	1.758013109	1.779550433	1.474577313	1.786992046	2.1819794	2.04306527	2.290193189	2.074434942	2.078893078	1.460962117	2.062022826	1.639635009	1.599171146	1.718228817	2.16284263	1.594718065	2.085286773	2.195426767	1.286411103	0.837810691	1.743944914	1.371673983	2.038393433	1.690546043	1.797810699	1.677915462	1.707571334	1.746724141	1.963282716	1.623864127
hsa-miR-326	-2.172645371	-2.564073076	-2.178590939	-2.332174774	-2.638218173	-2.396038364	-2.958225553	-3.112894539	-3.475343477	-2.875310373	-2.545677689	-3.29900962	-1.306257041	-2.33775239	-1.76896447	-1.942671347	-2.765966916	-2.412850699	-2.345841541	-2.111552589	-2.388505834	-1.513262982	-2.106008641	-2.853728021	-1.913527802	-2.296896146	-2.376604971	-2.335751907	-1.554172781	-2.581599367	-2.214179542	-2.287105223	-2.547224234	-2.609767907	-1.700782909	-1.667501408	-2.025842507	-2.343229183	-1.82937576	-2.727660041	-1.817604488	-1.780536474	-2.554349053	-1.874860118	-2.466788586	-2.213118149	-2.281066701	-2.445676749	-2.671728941	-2.778515301	-2.393517851	-3.061991652	-2.354643161	-2.003408455	-2.283681763	-2.712296873	-3.13235082	-2.275228095	-2.574560071	-2.473000546	-2.338125246	-2.54173956	-1.333643273	-2.639119702	-2.206764895	-1.687634739	-2.695314147	-2.891758874	-3.231552313	-2.579154873	-2.314198764	-2.982541956	-2.589750298	-1.900423175
hsa-miR-328-3p	-0.108373064	-0.296533774	0.070780199	-0.214178202	-0.740426702	-0.132000376	-0.076663888	0.571048213	-1.028966469	0.037483403	0.236430473	-0.088533827	0.34995987	-0.131828136	-0.483354797	0.216157585	0.462270472	0.416032446	0.289565572	0.871206276	-0.290695485	-0.433443388	-0.391437573	-0.070778645	-0.943234409	-0.605597109	-0.348406125	-0.278557149	-0.73325598	-0.156329105	-0.777300787	0.312072596	-0.359967126	0.267482136	-0.124635882	-0.463531335	-0.684086071	-0.395068728	-0.118576412	-0.745153291	-0.626460908	-2.16E-05	-0.522113864	-0.5699284	-0.416528485	-1.056199139	-0.136772732	-0.955165139	-0.5700326	-0.105329576	-0.078930114	-0.35622271	0.134935885	0.099889866	-0.374936681	-0.858640667	-0.414195274	-0.6741272	0.204789368	0.275204875	-0.342697769	-0.077843492	0.012641423	-0.341483222	-0.509199483	0.272725465	0.060858158	-0.571153977	-1.073938754	0.082620033	-0.038458001	0.213705234	-0.797594	-0.246127424
hsa-miR-328-5p	-0.511024215	-0.922717853	-1.164441858	-0.172340401	-0.830166287	-1.205799956	-0.302959787	-1.579892713	0.00324139	-1.144899887	-1.181205543	-3.363088564	-0.918691086	-0.832429531	-0.72757888	-0.707451147	-0.166160872	-0.836411762	-0.793598207	0.201867349	-1.356036716	-0.176424392	-0.719995926	-0.535426673	-3.432855929	-0.305360332	-1.429574121	-1.178783685	-0.549327476	-2.205170484	-0.737016657	-0.982184192	-1.567369553	-2.215682508	-0.962313148	0.165841358	-0.685344326	-1.141908928	-0.936841602	-0.328005126	-0.08022913	0.153939619	-0.136128102	-1.079542691	-0.42356168	-0.829409772	-0.291682877	-0.197702407	-0.999068805	-0.870325582	-0.268345113	-1.098357871	-1.252307611	-0.885715377	-1.001532489	-0.008723675	-0.794239029	-0.122174747	-0.920047258	-0.596023675	-0.699428349	-1.14066425	-1.449676446	-0.56879774	-0.119268666	-0.096536236	-1.321277286	-0.074788123	-0.917782193	-0.610184934	-0.631675526	-0.207350982	-0.835639865	-0.553173996
hsa-miR-329-3p	-0.21993085	0.077955499	-0.019781043	-0.441740255	0.128851489	-0.369556205	0.322773368	-0.802057335	-0.371784871	-0.626368294	-0.82020919	-0.472433774	-0.374291233	-0.41327809	-0.126795938	-0.005034583	0.406157917	-0.323645238	0.049070314	-0.592128505	-0.278730382	-0.895990854	-1.102908169	-1.178378785	-1.139293712	-0.447287349	-0.210963729	-0.475156615	-1.285808767	-0.492435871	-0.468999624	-0.404531619	-0.387919323	-0.52439865	-0.950804699	-0.020671328	-0.965792072	-0.60873762	-0.876336597	-0.418893072	-1.446190013	-0.681269413	-0.75375219	-0.408791639	-1.063266601	-0.679401738	-0.429265694	-1.170016453	-0.549723174	-0.344345343	-0.067995489	-0.2839782	-0.499323693	-0.427981233	-0.893063166	-0.108238294	-0.031137616	-0.613329022	-0.473257112	0.176401382	-1.660392939	0.132639989	-0.154682303	-0.18993155	-0.188093383	-0.518264516	0.253205175	-0.390629634	-0.449696213	-0.125133951	-0.00047632	-0.725751	-0.005054563	-0.702423224
hsa-miR-329-5p	0.306519602	0.931010381	0.324790395	0.322042954	1.052598463	-0.017856951	0.848261086	-0.235276165	-0.126538336	1.075080561	1.209740592	0.473067989	-0.149452731	0.802832542	0.74239522	-0.27755603	0.550608178	0.247331706	0.537844639	0.982322718	0.44415273	0.489338377	-0.287299659	0.528430849	0.464816408	1.249347664	0.588333111	1.052456646	-0.45976241	0.152944771	0.35934461	0.398968138	0.664321082	1.205161927	0.947379801	0.544118433	-0.117720184	-0.360441361	0.816688998	-0.149742002	0.41976033	0.273267522	0.882100071	1.222179146	1.334458762	0.070601112	0.855353793	0.834811183	0.445996083	0.587302013	0.171399379	0.45534094	0.945264375	0.899052504	0.975365928	0.73854494	0.756982002	0.500451957	-0.613256628	-0.111520464	-0.685857403	0.709659068	0.52463871	-0.137052835	0.608855695	0.919018265	1.266460306	0.751811875	0.572357547	0.656893118	-0.010725038	0.2016237	0.824783051	-0.209970529
hsa-miR-330-3p	-0.196786451	-0.312456881	-0.327642099	-0.304088859	0.032058089	-0.657248343	0.028363368	-0.129178633	-0.364338533	-1.125894185	-0.161853238	-0.564334774	-0.889298805	-1.500096184	-0.358158103	-0.240704161	-1.334922417	0.314488437	0.029881269	-0.847430742	-0.030593771	-0.533234104	-0.720519135	-0.117302084	-0.640612987	-1.013825035	-0.216911833	-1.650926773	-1.960384116	-1.130772631	-1.475464902	-0.776382413	-1.48655759	-0.606380683	-1.058781319	-0.504946459	-0.307892591	-0.859796989	-1.381502676	-1.378285418	-1.109533255	-1.319048855	-0.978272392	-0.739170546	-0.587424898	-1.343778762	-0.374308455	-0.702671647	-0.56551744	-0.486612917	-0.357383725	-0.620518357	-0.40803913	-0.872196529	-0.322152879	-0.04827658	-0.698045035	-1.407181977	-0.341853282	-0.230508464	-0.480509665	-0.526271974	-1.016890285	-0.324488825	-0.249281627	-0.692070786	-0.871452974	-1.50387394	-0.01463822	-0.669850795	-0.975400816	-1.602012217	-1.382229357	-1.11651992
hsa-miR-330-5p	-1.722543408	-0.906140173	-0.827016867	-0.242825749	-0.880988338	-0.586873272	-1.357658162	-0.424087617	-0.712753132	-1.019228347	-0.56864652	-0.448990302	-0.555309552	-0.772060617	-0.746021697	-0.838685766	-0.702015223	-0.390850047	-0.806171594	-1.190344073	-0.918278375	-0.790243187	-0.471854878	-2.296589142	-1.321198724	-1.257486437	-0.216633716	-0.824194196	-0.493700297	-0.86461283	-1.358271814	-0.553217362	-1.118415432	-1.592936074	-0.858333922	-0.937146881	-1.085345742	-0.534818488	-1.760534307	-0.83674854	-0.943480134	-0.42803636	-0.700408977	-0.206250347	-0.817607935	-1.052992407	-0.960134793	-0.950116147	-1.331264627	-1.749764659	-1.013726993	-1.048353841	-0.835408208	-0.827826436	-1.148753904	-1.093778519	-1.016075292	-0.917097152	-0.529732556	-0.772411411	-0.49351038	-1.099797302	-0.056836503	-0.095338845	-0.825478064	-0.833497617	-0.474841067	-0.7157975	-0.948700203	-1.67689835	-0.845155427	-1.19387622	-1.229880418	-1.040325245
hsa-miR-331-3p	-1.614835204	-0.734028252	-1.536323245	-1.23930684	-1.1265273	-1.44365723	-1.74594825	-1.257381942	-1.249117173	-0.847629157	-0.685343909	-0.721676296	-1.808119006	-0.972538215	-1.23647374	-0.874581292	-1.47506006	-1.337637746	-1.526528152	-1.603188679	-0.980724485	-1.509109576	-2.031174067	-1.509518403	-1.649226033	-0.753009516	-1.433668164	-0.591777253	-1.087107085	-1.352633933	-1.634054124	-1.531379026	-1.139654353	-1.25459719	-1.689163082	-1.279582212	-0.820445406	-0.692250867	-1.409190494	-1.20372003	-1.266725334	-1.514907653	-1.934470379	-0.554386083	-1.978980152	-0.853206316	-1.246945956	-1.59869102	-1.674867927	-1.4745871	-0.92354565	-1.591299046	-0.967036865	-0.993027294	-1.766305885	-1.723137282	-1.248253833	-0.983363732	-1.13192102	-1.00748725	-1.369075675	-1.398908526	-1.190941256	-0.537128552	-1.128812358	-1.150079166	-1.361018483	-2.001975094	-1.137959035	-1.799747215	-1.265752446	-1.051869636	-2.224750946	-1.144033134
hsa-miR-331-5p	0.287149725	-0.315097443	1.416165666	0.445120396	0.396300303	0.302186568	0.43148037	1.316990736	0.724595823	0.745529937	0.9226965	1.474819418	-0.093898888	0.225781008	0.882461454	0.889425356	0.190080142	1.013993837	-0.339528263	0.189409542	-0.335198243	-0.029825188	0.40008786	0.91339293	1.251141816	-0.734000593	1.383872517	0.73241123	-0.869172287	0.261946152	-0.235907696	0.083741354	0.447536816	0.90921491	-0.885005464	-0.593081356	0.922183639	0.345377779	-0.582073196	0.457997624	0.385073863	0.164495804	0.266177851	0.571947904	-0.121984045	0.172633414	-0.377879617	0.456595894	-0.342406437	0.105250222	0.265959775	0.389060022	0.550264353	0.041717194	0.359638343	-0.1414145	0.509413485	0.420522521	0.334538234	0.479073467	0.116213973	0.17134771	-0.116354326	1.176999077	0.74470643	0.64038853	0.662183569	0.669843471	2.074139092	1.416012289	0.357832958	0.95264301	0.534168724	1.761445168
hsa-miR-335-5p	2.665568711	2.124997258	2.006179539	2.498578296	2.15046481	2.593259264	2.40871897	2.294466175	2.002595654	1.790252559	2.192802696	2.414430768	2.318459614	2.471076923	2.115995737	1.67301626	2.262249615	2.222864258	1.713995351	2.277792651	1.620937065	1.982724242	2.36091228	1.860180899	2.36285874	1.940133167	1.932075029	2.425368064	1.356383701	1.522086204	2.040398561	1.580046864	2.134789277	1.831153245	1.625755893	1.344768108	1.879632423	1.935431117	1.405230981	1.908623762	1.958339529	1.753086505	2.212505006	2.138912335	1.557758259	2.015895587	2.011483075	1.614673607	2.122618022	1.998504353	1.349561614	2.132044177	2.011101803	2.285914481	1.870206043	2.259285346	2.509056379	2.551814114	2.167136906	2.058943914	2.541902755	2.177054324	2.079968462	2.188367234	1.664968084	1.711280528	2.427900355	2.022339899	1.840313805	2.238773173	2.609294352	2.673726468	2.311421802	2.402398548
hsa-miR-337-3p	1.43670091	1.29032681	1.540696718	1.404660288	1.857967104	1.101335799	0.951159336	1.061343391	1.156376723	1.283800813	0.704307977	1.624632106	0.922897581	1.417999649	1.425304731	0.975034213	1.331106629	1.189241962	0.541563841	1.494942351	1.248988394	1.399407458	1.436490389	0.365904332	0.617580049	0.366508138	1.107752655	1.129487629	-0.154154065	1.022888335	0.665634452	0.746749618	0.8408559	1.068433372	0.627170768	0.773091845	0.570932741	1.430162193	0.895480571	0.097551436	0.803971183	1.162668702	1.092325052	0.862106658	1.320601276	1.626101078	0.968820889	0.736412452	1.644316049	1.054544141	1.435680882	1.239732417	1.129934902	0.824516226	0.607871955	1.060354948	1.116422004	1.055696789	0.956862225	0.691432633	0.574536772	1.240171369	1.121820032	0.264381583	0.860056934	0.824027988	1.46641968	1.722591497	1.270857741	1.399596563	1.421363449	1.249690085	1.642657279	1.122986974
hsa-miR-337-5p	2.44148963	1.67779747	1.553343608	2.128525052	2.223587139	2.268625434	2.334856131	2.147105715	2.271283651	1.693367547	2.197916913	2.174645421	1.316997053	2.453541478	1.630922347	1.925287327	2.093491535	1.945272159	1.899739724	1.863337056	2.140092447	2.159120635	2.469801776	2.239904263	1.706360556	1.332107252	2.062081594	2.15177399	1.94436312	2.029745209	1.218138248	2.005226618	1.835744787	1.899390685	1.96788458	1.509913314	1.673373728	1.572721417	1.958312243	1.964009083	2.161794972	1.893482719	1.689761269	2.11620567	2.482570259	1.412408549	2.022523374	2.033575788	2.383853855	1.878395228	1.615112528	2.220744781	1.815439997	2.035394407	2.072413068	2.548116381	2.363897335	2.126562338	2.074312972	2.290825221	2.289110341	1.526528342	1.367870794	1.870609028	1.973685	2.166378355	1.653407875	2.279050214	2.168070055	1.753510346	2.084034559	2.63790894	2.404934002	2.00844966
hsa-miR-338-5p	0.613247248	0.923155197	1.273475024	0.759743428	0.993873067	0.985511084	0.612699189	1.168986969	0.225822761	0.295895955	0.644623989	0.034634192	1.213480734	-0.570692059	1.141979794	0.954396538	0.347718657	0.573156247	0.451110456	0.711507441	0.520374669	1.259745318	0.665761891	0.738181734	0.225001556	-0.365260523	0.477788767	0.681990907	-0.027144697	-0.10018649	0.733707606	1.012387294	0.516067762	1.093990854	0.50886082	0.842535546	0.777713856	0.906976239	1.068132278	1.024336817	0.122878113	0.831729577	1.103591521	0.879638619	0.664983258	0.735410746	0.874547377	0.771974426	0.752586474	1.60750123	1.104008785	-0.377836486	0.656942505	0.952965276	0.982476636	0.621855123	0.174549874	0.690630173	0.54253084	1.220938888	0.401334261	0.714341435	-0.126714728	1.069497665	0.343487608	0.526657688	0.175422909	0.472977317	0.821791173	0.255936463	0.629713277	0.981999148	0.226965978	0.780215212
hsa-miR-339-3p	0.774254148	1.18162888	1.263340365	1.022696131	0.527655167	0.972660237	0.557111795	0.776208327	0.904644911	0.551750755	0.935738564	0.772702164	1.119474151	-0.134697429	1.036537442	1.086335587	0.92169058	0.545418833	1.013928899	0.440592419	1.190230214	0.461213286	1.097406003	0.780935427	0.470846675	1.231999623	0.813841016	0.549686427	0.548451494	0.970219521	-0.517553497	0.89142652	0.805768179	0.922352428	0.905530545	0.598627999	0.239690079	0.878016398	0.41092976	0.400003582	1.195707581	0.357720421	0.661307626	0.525348621	0.68478415	0.576556097	0.787578115	0.114927346	0.848378177	0.855493355	0.845501501	0.230490635	1.08699263	0.803494996	0.951559646	0.347076713	0.875014341	0.919854482	0.837997548	0.775863259	0.332189526	0.415252501	0.451703189	0.67969101	0.618668864	0.401730939	0.997039033	0.584897573	1.09293639	0.819171309	0.780109574	1.053038493	0.339859305	0.99623014
hsa-miR-339-5p	-0.442859617	-0.81782172	-0.515495234	-0.653853266	-0.584414424	-0.769963282	-0.67451281	-0.893993273	-0.079471892	-0.28758488	-0.415496075	-0.430985135	-0.818973617	-0.235860109	0.018632264	-0.833969842	-0.214366209	-1.274475984	-0.344597526	-0.370937922	-0.852871231	-0.801159221	-0.009688874	-0.44122584	-0.336785784	-0.335301266	-0.204852725	-0.203705785	-0.636465663	0.118977435	-0.484859742	-0.367061939	0.208568885	-0.150443258	-0.291418444	-0.129344326	0.215042702	-0.452214108	-0.093199507	-0.291257555	-0.612817672	-0.557272223	-0.005643174	-0.523901391	0.214215623	-0.208577927	0.201479369	-0.207421828	0.065874049	-0.770613462	-0.32326853	-0.409360969	-0.306395531	-0.287040037	-0.061688528	-0.897965895	-0.577099119	-0.489293085	-0.633815908	-0.827490592	-0.433351718	-0.4289335	0.221399115	-0.301802795	-0.683162455	-0.273477605	-0.352472302	-0.869406406	-0.665238177	-0.584171894	-0.222944764	-1.069560699	-0.310080907	-0.575506958
hsa-miR-33a-5p	0.879326004	-0.382761713	0.239056074	0.423789718	0.654325559	-0.152594182	0.559504036	0.402316739	0.127712189	0.371178964	0.954768051	0.339579772	0.137445471	0.782960563	-0.154581448	0.023387807	0.266986952	0.107645526	0.260834312	-0.271080237	0.817349219	0.436648333	-0.260894766	0.395312779	0.141779763	0.03988393	0.29337865	0.55926939	0.612848988	0.713436357	0.094431503	0.567884712	0.955157486	0.998428031	0.578432761	0.049980196	-0.146170707	-0.994092261	-0.268539916	0.462820289	0.195881597	0.230852654	0.506862696	0.827662426	0.70213066	0.982129966	0.487288973	0.138103905	0.265480725	0.414731386	0.133564127	0.302333977	0.432422648	0.440745967	0.147371599	0.339814868	0.285598421	-0.028232653	0.094728794	0.532948591	-0.065135363	0.92072064	0.646185421	0.377083957	0.454630798	0.16521319	0.282399538	0.861853183	0.215725508	0.108073218	0.841972614	0.138512475	0.407245959	0.813132777
hsa-miR-33b-5p	3.134652634	2.684730652	2.904442729	2.827278887	2.672142165	2.896733496	3.430207336	2.51926314	2.603836245	2.345298795	3.023612853	2.945934529	2.207685061	2.480653306	2.798805837	2.446899938	2.330156191	2.475807733	2.511992386	2.349164071	2.882900974	2.410943879	2.67792946	2.516213795	2.131667348	2.502243058	2.95509397	2.73368671	3.267757844	2.597378299	2.918918144	2.400988202	3.24144406	3.176762078	3.283299821	1.533236254	2.869107444	2.774249037	3.179068551	3.272039017	2.660723194	2.937130262	1.92320826	2.798028205	3.256633931	2.99192827	2.763752421	2.781823777	2.35536692	2.488826209	2.481419769	2.518467964	2.371577235	2.44046817	2.782433301	2.589700702	2.762895599	2.664312116	2.752357607	2.455045665	2.096979197	2.774836388	2.308582085	2.485568388	2.363425468	1.933726739	2.987842164	2.393098166	2.697446428	3.367595711	2.841831915	3.383197962	2.844443791	2.53540322
hsa-miR-340-5p	1.072791897	1.031190102	1.072062823	1.08577026	0.98864152	0.798561248	0.942661616	1.097895432	0.741424259	0.732619733	0.400541925	0.293255318	0.749302446	1.264207776	0.741976948	1.141218366	1.121065784	0.483806576	0.770351474	0.472556323	0.638536248	0.656615463	0.585774105	0.531484444	1.06469188	1.455500075	1.325430354	0.814301698	1.178008365	0.983488821	1.014311657	0.788107905	0.51947682	0.909250613	1.884666677	0.829024314	0.811390342	0.866891186	0.956910589	1.975357708	1.042353962	0.515264118	0.854358765	0.71399588	1.036975946	0.358618129	0.855065131	0.439727387	0.556298255	1.130023871	0.973538551	0.810295537	1.105942246	0.646561301	0.759961636	0.849097281	0.936202687	0.651207388	0.460385178	0.327186052	0.868256606	0.90291605	0.575641653	0.507204071	0.73686787	0.685095659	0.705580116	0.819944123	0.239946164	0.438593498	0.436317968	0.589926018	0.397719021	0.692586794
hsa-miR-342-3p	0.264002961	0.939434483	0.852520793	0.189866524	0.119980492	0.287440786	0.278058703	-0.73262852	0.333385616	-0.349835313	0.785289801	0.43017055	0.478873402	0.735755958	0.740493127	-0.008701519	0.232682753	0.069434055	0.035287361	0.288634827	-0.218104739	-0.515220492	0.527606674	-0.102708395	0.39692768	0.79975118	0.323452962	-0.11927656	0.865231483	1.922027219	2.236633219	0.487832729	0.001330266	0.160229235	2.20305732	-0.137413205	1.860732985	0.203618365	0.199134338	1.676279905	-0.439078193	-0.715462623	-0.525037839	-0.047141585	0.728822835	0.223596033	0.516643144	0.632216	0.305195736	0.305673685	0.195686877	-0.420669633	0.111568553	0.308162423	-0.003751049	-0.09442337	0.186605683	-0.515333438	0.544094473	0.422258009	1.055731277	-0.301183376	0.486739442	0.175058754	0.232968556	0.569449777	0.620280586	0.459381488	0.380164522	-0.40416558	0.277544259	-0.072674304	-0.003116938	-0.30453371
hsa-miR-342-5p	-2.221220703	-2.082741553	-2.539802687	-2.878746097	-2.056883628	-2.59620123	-2.867661113	-2.116696543	-2.153529975	-2.252088704	-2.458346839	-1.744934376	-2.475624046	-1.808217182	-2.493136586	-2.491013567	-1.621611171	-1.768393225	-2.459076615	-1.94265537	-1.992794306	-1.685381176	-2.271987004	-2.493122659	-1.748931932	-2.099144734	-1.698063219	-1.854103996	-1.116299837	-1.52235676	-1.325967194	-1.381021733	-1.447363502	-1.235096138	-1.073847611	-2.245933768	-1.675783581	-2.999115711	-2.248331912	-2.459220818	-2.216419616	-2.39558089	-1.38354099	-1.292666804	-1.928962448	-1.793294141	-2.355935217	-1.893360589	-2.325120373	-2.037394732	-2.576931729	-2.053985575	-2.096395669	-2.140215304	-2.113605928	-2.420725184	-2.792571983	-2.237981941	-1.880470819	-1.673056406	-1.746617063	-2.227537612	-2.205594312	-2.446076176	-2.518740629	-1.617671133	-1.899924298	-2.048678082	-1.981416436	-1.983515966	-2.248246785	-2.60728212	-1.907492314	-2.0577289
hsa-miR-345-3p	-1.348874155	-0.906967126	-0.885942967	-1.553525265	-1.218479045	-1.129147822	-1.39992833	-0.740578528	-1.220430371	-1.411068788	-1.084740327	-1.311407767	-1.218949127	-0.874345921	-1.363078308	-1.492550204	-1.346421369	-0.824053643	-1.226769739	-0.584766321	-0.758758337	-1.434690539	-1.357469442	-1.58903565	-0.806864779	-0.785936684	-1.174546872	-1.245761727	-0.573587039	-0.572330295	-0.452993846	-0.358429395	-0.898438527	-0.747333616	-0.743354508	-1.798411102	-0.87366516	-0.767909524	-1.08918863	-0.662991265	-0.991396549	-0.673156367	-1.036237498	-0.741064843	-0.596294589	-0.48356404	-0.711456258	-0.64136759	-0.956032162	-1.228704829	-1.573233642	-0.927421701	-0.54105736	-0.913803098	-0.852475563	-0.751123122	-0.507071515	-0.919522074	-0.771394708	-0.978068248	-0.255236512	-0.855695646	-1.020100485	-0.501572555	-0.688553675	-0.097139605	-1.012313577	-1.374539953	-0.599804082	-0.888900828	-1.108446554	-2.243842447	-0.781231332	-0.902367396
hsa-miR-345-5p	-0.367601678	-0.547527586	0.018146877	-0.215878877	0.011439131	0.08657066	0.195159774	-0.173090974	-0.210464775	-0.368230105	-0.076150239	0.27824675	0.071164723	-0.756481263	0.24678488	-0.68159081	-0.097744898	-0.352994552	0.164027067	0.626088309	-0.372942286	-0.368845782	-0.128298373	0.302320883	-1.063194785	-0.046602323	-0.094109176	-0.311037418	-0.137049669	0.173458012	0.152357665	0.098554711	0.384894405	0.349816724	0.578255704	-0.195217482	0.341069093	-0.312018538	0.511470971	0.180656865	-0.174680411	0.123638102	-0.298763197	-0.170764885	0.146354018	0.086917906	0.277962305	-0.024641668	0.021399246	-0.257956027	0.204796696	-0.311034534	0.479909856	0.523482543	-0.130800572	-0.353637691	-0.055107833	-0.61654074	0.091254093	0.538834135	-0.238694942	-0.217565366	-0.054683572	-0.41524633	0.218982608	0.091220545	-0.326829642	0.051657789	-0.212393208	-0.075787458	0.161190989	0.106582646	0.290356277	0.192463411
